quest_id,task_id,config_name,split,npc_calls,correctness,verification,latency_s,input_cost,reasoning_cost,output_cost,cost_usd,retries,timestamp
inverted_boolean_logic__is_valid_password__variant::B,inverted_boolean_logic__is_valid_password__variant,B,VARIANT,1,1.0,PASS,0.742,146,0,59,0.0,0,2026-08-18T11:13:09.553757+00:00
inverted_boolean_logic__is_valid_password__variant::F,inverted_boolean_logic__is_valid_password__variant,F,VARIANT,1,1.0,PASS,0.647,460,0,59,0.0,0,2026-08-18T11:13:10.926811+00:00
wrong_accumulator_init__count_vowels__known_example::A,wrong_accumulator_init__count_vowels__known_example,A,KNOWN,1,1.0,PASS,21.09,142,311,56,0.0,0,2026-08-18T11:13:32.572099+00:00
wrong_accumulator_init__count_vowels__known_example::B,wrong_accumulator_init__count_vowels__known_example,B,KNOWN,1,1.0,PASS,0.69,142,0,56,0.0,0,2026-08-18T11:13:33.881415+00:00
wrong_accumulator_init__count_vowels__known_example::F,wrong_accumulator_init__count_vowels__known_example,F,KNOWN,1,1.0,PASS,0.685,451,0,56,0.0,0,2026-08-18T11:13:35.191310+00:00
variable_shadowing__rolling_average__novel_a::A,variable_shadowing__rolling_average__novel_a,A,NOVEL,1,1.0,PASS,20.386,158,776,64,0.0,1,2026-08-18T11:14:56.151878+00:00
variable_shadowing__rolling_average__novel_a::B,variable_shadowing__rolling_average__novel_a,B,NOVEL,1,1.0,PASS,0.727,158,0,75,0.0,0,2026-08-18T11:14:57.543878+00:00
variable_shadowing__rolling_average__novel_a::F,variable_shadowing__rolling_average__novel_a,F,NOVEL,1,1.0,PASS,0.652,158,0,75,0.0,0,2026-08-18T11:14:58.865181+00:00
incorrect_sort_key_or_order__dedupe_preserve_order__novel_b::A,incorrect_sort_key_or_order__dedupe_preserve_order__novel_b,A,NOVEL,1,1.0,PASS,22.818,152,814,61,0.0,0,2026-08-18T11:15:22.288776+00:00
incorrect_sort_key_or_order__dedupe_preserve_order__novel_b::B,incorrect_sort_key_or_order__dedupe_preserve_order__novel_b,B,NOVEL,1,1.0,PASS,0.622,152,0,61,0.0,0,2026-08-18T11:15:23.647006+00:00
incorrect_sort_key_or_order__dedupe_preserve_order__novel_b::F,incorrect_sort_key_or_order__dedupe_preserve_order__novel_b,F,NOVEL,1,1.0,PASS,0.636,152,0,61,0.0,0,2026-08-18T11:15:24.970273+00:00
integer_division_truncation__rolling_average__known_example::A,integer_division_truncation__rolling_average__known_example,A,KNOWN,1,1.0,PASS,14.683,150,938,65,0.0,0,2026-08-18T11:15:40.256065+00:00
integer_division_truncation__rolling_average__known_example::B,integer_division_truncation__rolling_average__known_example,B,KNOWN,1,1.0,PASS,0.757,150,0,65,0.0,0,2026-08-18T11:15:41.694462+00:00
integer_division_truncation__rolling_average__known_example::F,integer_division_truncation__rolling_average__known_example,F,KNOWN,1,1.0,PASS,0.736,442,0,65,0.0,0,2026-08-18T11:15:43.359258+00:00
wrong_accumulator_init__reverse_words__variant::A,wrong_accumulator_init__reverse_words__variant,A,VARIANT,1,1.0,PASS,13.694,137,638,31,0.0,0,2026-08-18T11:15:57.645942+00:00
wrong_accumulator_init__reverse_words__variant::B,wrong_accumulator_init__reverse_words__variant,B,VARIANT,1,1.0,PASS,0.6,137,0,31,0.0,0,2026-08-18T11:15:58.904143+00:00
wrong_accumulator_init__reverse_words__variant::F,wrong_accumulator_init__reverse_words__variant,F,VARIANT,1,1.0,PASS,0.689,446,0,51,0.0,0,2026-08-18T11:16:00.257662+00:00
incorrect_sort_key_or_order__merge_intervals__novel_a::A,incorrect_sort_key_or_order__merge_intervals__novel_a,A,NOVEL,1,1.0,PASS,18.185,196,1584,111,0.0,0,2026-08-18T11:16:19.055872+00:00
incorrect_sort_key_or_order__merge_intervals__novel_a::B,incorrect_sort_key_or_order__merge_intervals__novel_a,B,NOVEL,1,1.0,PASS,0.816,196,0,111,0.0,0,2026-08-18T11:16:20.558771+00:00
incorrect_sort_key_or_order__merge_intervals__novel_a::F,incorrect_sort_key_or_order__merge_intervals__novel_a,F,NOVEL,1,1.0,PASS,0.805,196,0,111,0.0,0,2026-08-18T11:16:21.994576+00:00
index_out_of_range_boundary__run_length_encode__known_example::A,index_out_of_range_boundary__run_length_encode__known_example,A,KNOWN,1,1.0,PASS,20.207,211,807,119,0.0,0,2026-08-18T11:16:42.799009+00:00
index_out_of_range_boundary__run_length_encode__known_example::B,index_out_of_range_boundary__run_length_encode__known_example,B,KNOWN,1,1.0,PASS,0.796,211,0,120,0.0,0,2026-08-18T11:16:44.224140+00:00
index_out_of_range_boundary__run_length_encode__known_example::F,index_out_of_range_boundary__run_length_encode__known_example,F,KNOWN,1,1.0,PASS,1.203,507,0,120,0.0,0,2026-08-18T11:16:46.527946+00:00
floating_point_equality__average_matches_target__known_example::A,floating_point_equality__average_matches_target__known_example,A,KNOWN,1,1.0,PASS,36.249,117,3928,49,0.0,0,2026-08-18T11:17:23.822784+00:00
floating_point_equality__average_matches_target__known_example::B,floating_point_equality__average_matches_target__known_example,B,KNOWN,1,0.0,FAIL,0.667,117,0,40,0.0,0,2026-08-18T11:17:25.213635+00:00
floating_point_equality__average_matches_target__known_example::F,floating_point_equality__average_matches_target__known_example,F,KNOWN,1,1.0,PASS,0.649,444,0,39,0.0,0,2026-08-18T11:17:26.558989+00:00
off_by_one__rolling_average__variant::A,off_by_one__rolling_average__variant,A,VARIANT,1,1.0,PASS,24.439,147,715,65,0.0,0,2026-08-18T11:17:51.587522+00:00
off_by_one__rolling_average__variant::B,off_by_one__rolling_average__variant,B,VARIANT,1,1.0,PASS,0.73,147,0,83,0.0,0,2026-08-18T11:17:52.963956+00:00
off_by_one__rolling_average__variant::F,off_by_one__rolling_average__variant,F,VARIANT,1,1.0,PASS,0.783,453,0,65,0.0,0,2026-08-18T11:17:54.464768+00:00
floating_point_equality__temperature_reached__variant::A,floating_point_equality__temperature_reached__variant,A,VARIANT,1,1.0,PASS,25.336,106,1190,28,0.0,0,2026-08-18T11:18:20.367333+00:00
floating_point_equality__temperature_reached__variant::B,floating_point_equality__temperature_reached__variant,B,VARIANT,1,1.0,PASS,0.59,106,0,28,0.0,0,2026-08-18T11:18:21.629608+00:00
floating_point_equality__temperature_reached__variant::F,floating_point_equality__temperature_reached__variant,F,VARIANT,1,0.0,FAIL,0.637,433,0,40,0.0,0,2026-08-18T11:18:22.971654+00:00
mutable_default_argument__dedupe_preserve_order__known_example::A,mutable_default_argument__dedupe_preserve_order__known_example,A,KNOWN,1,1.0,PASS,6.578,145,1065,83,0.0,0,2026-08-18T11:18:30.188291+00:00
mutable_default_argument__dedupe_preserve_order__known_example::B,mutable_default_argument__dedupe_preserve_order__known_example,B,KNOWN,1,1.0,PASS,0.68,145,0,83,0.0,0,2026-08-18T11:18:31.518845+00:00
mutable_default_argument__dedupe_preserve_order__known_example::F,mutable_default_argument__dedupe_preserve_order__known_example,F,KNOWN,1,1.0,PASS,0.694,436,0,81,0.0,0,2026-08-18T11:18:32.894977+00:00
variable_shadowing__reverse_words__novel_b::A,variable_shadowing__reverse_words__novel_b,A,NOVEL,1,1.0,PASS,23.37,147,1400,26,0.0,0,2026-08-18T11:18:56.882244+00:00
variable_shadowing__reverse_words__novel_b::B,variable_shadowing__reverse_words__novel_b,B,NOVEL,1,1.0,PASS,0.628,147,0,31,0.0,0,2026-08-18T11:18:58.210857+00:00
variable_shadowing__reverse_words__novel_b::F,variable_shadowing__reverse_words__novel_b,F,NOVEL,1,1.0,PASS,0.602,147,0,31,0.0,0,2026-08-18T11:18:59.492758+00:00
integer_division_truncation__binary_search__variant::A,integer_division_truncation__binary_search__variant,A,VARIANT,1,1.0,PASS,2.9,183,333,98,0.0,0,2026-08-18T11:19:02.989688+00:00
integer_division_truncation__binary_search__variant::B,integer_division_truncation__binary_search__variant,B,VARIANT,1,1.0,PASS,0.718,183,0,98,0.0,0,2026-08-18T11:19:04.267191+00:00
integer_division_truncation__binary_search__variant::F,integer_division_truncation__binary_search__variant,F,VARIANT,1,1.0,PASS,0.724,475,0,98,0.0,0,2026-08-18T11:19:05.656031+00:00
inverted_boolean_logic__is_leap_year__known_example::A,inverted_boolean_logic__is_leap_year__known_example,A,KNOWN,1,1.0,PASS,5.353,145,793,48,0.0,0,2026-08-18T11:19:11.603441+00:00
inverted_boolean_logic__is_leap_year__known_example::B,inverted_boolean_logic__is_leap_year__known_example,B,KNOWN,1,1.0,PASS,0.709,145,0,48,0.0,0,2026-08-18T11:19:12.951422+00:00
inverted_boolean_logic__is_leap_year__known_example::F,inverted_boolean_logic__is_leap_year__known_example,F,KNOWN,1,1.0,PASS,0.662,459,0,48,0.0,0,2026-08-18T11:19:14.313458+00:00
variable_shadowing__rolling_average__novel_a::C,variable_shadowing__rolling_average__novel_a,C,NOVEL,1,1.0,PASS,2.375,158,0,77,0.0,0,2026-08-18T15:18:51.801468+00:00
wrong_accumulator_init__count_vowels__known_example::C,wrong_accumulator_init__count_vowels__known_example,C,KNOWN,1,1.0,PASS,2.984,232,0,56,0.0,0,2026-08-18T15:18:55.516588+00:00
inverted_boolean_logic__is_valid_password__variant::C,inverted_boolean_logic__is_valid_password__variant,C,VARIANT,1,1.0,PASS,0.825,239,0,59,0.0,0,2026-08-18T15:18:57.007577+00:00
wrong_string_case_comparison__is_valid_username__variant::A,wrong_string_case_comparison__is_valid_username__variant,A,VARIANT,1,1.0,PASS,5.974,113,607,39,0.0,0,2026-08-18T19:47:36.814276+00:00
wrong_string_case_comparison__is_valid_username__variant::B,wrong_string_case_comparison__is_valid_username__variant,B,VARIANT,1,0.0,FAIL,0.672,113,0,68,0.0,0,2026-08-18T19:47:38.538693+00:00
wrong_string_case_comparison__is_valid_username__variant::F,wrong_string_case_comparison__is_valid_username__variant,F,VARIANT,1,1.0,PASS,0.635,479,0,48,0.0,0,2026-08-18T19:47:39.832269+00:00
wrong_string_case_comparison__is_valid_username__variant::C,wrong_string_case_comparison__is_valid_username__variant,C,VARIANT,1,1.0,PASS,0.852,201,0,57,0.0,0,2026-08-18T19:47:41.252805+00:00
incorrect_sort_key_or_order__dedupe_preserve_order__novel_b::C,incorrect_sort_key_or_order__dedupe_preserve_order__novel_b,C,NOVEL,1,1.0,PASS,0.752,151,0,61,0.0,0,2026-08-18T19:47:42.614383+00:00
integer_division_truncation__rolling_average__known_example::C,integer_division_truncation__rolling_average__known_example,C,KNOWN,1,1.0,PASS,0.826,247,0,65,0.0,0,2026-08-18T19:47:44.034838+00:00
mutable_default_argument__flatten_list__variant::C,mutable_default_argument__flatten_list__variant,C,VARIANT,1,1.0,PASS,0.838,236,0,70,0.0,0,2026-08-18T19:47:45.489342+00:00
floating_point_equality__average_matches_target__known_example::C,floating_point_equality__average_matches_target__known_example,C,KNOWN,1,1.0,PASS,1.153,190,0,39,0.0,0,2026-08-18T19:47:47.248039+00:00
index_out_of_range_boundary__binary_search__variant::C,index_out_of_range_boundary__binary_search__variant,C,VARIANT,1,1.0,PASS,0.879,334,0,98,0.0,0,2026-08-18T19:47:48.722736+00:00
key_error_missing_dict_check__count_word_frequency__known_example::A,key_error_missing_dict_check__count_word_frequency__known_example,A,KNOWN,1,1.0,PASS,2.712,125,214,49,0.0,0,2026-08-18T19:47:52.141396+00:00
key_error_missing_dict_check__count_word_frequency__known_example::B,key_error_missing_dict_check__count_word_frequency__known_example,B,KNOWN,1,1.0,PASS,0.794,125,0,49,0.0,0,2026-08-18T19:47:53.561381+00:00
key_error_missing_dict_check__count_word_frequency__known_example::F,key_error_missing_dict_check__count_word_frequency__known_example,F,KNOWN,1,1.0,PASS,0.625,485,0,49,0.0,0,2026-08-18T19:47:54.807214+00:00
key_error_missing_dict_check__count_word_frequency__known_example::C,key_error_missing_dict_check__count_word_frequency__known_example,C,KNOWN,1,1.0,PASS,0.763,209,0,49,0.0,0,2026-08-18T19:47:56.180632+00:00
floating_point_equality__temperature_reached__variant::C,floating_point_equality__temperature_reached__variant,C,VARIANT,1,0.0,FAIL,0.538,179,0,37,0.0,0,2026-08-18T19:47:57.378112+00:00
incorrect_sort_key_or_order__merge_intervals__novel_a::C,incorrect_sort_key_or_order__merge_intervals__novel_a,C,NOVEL,1,1.0,PASS,0.82,195,0,111,0.0,0,2026-08-18T19:47:58.824498+00:00
off_by_one__rolling_average__variant::C,off_by_one__rolling_average__variant,C,VARIANT,1,1.0,PASS,0.715,277,0,65,0.0,0,2026-08-18T19:48:00.140598+00:00
index_out_of_range_boundary__run_length_encode__known_example::C,index_out_of_range_boundary__run_length_encode__known_example,C,KNOWN,1,1.0,PASS,0.776,365,0,120,0.0,0,2026-08-18T19:48:01.524378+00:00
key_error_missing_dict_check__sum_scores_by_player__variant::A,key_error_missing_dict_check__sum_scores_by_player__variant,A,VARIANT,1,1.0,PASS,2.581,130,145,52,0.0,0,2026-08-18T19:48:04.793865+00:00
key_error_missing_dict_check__sum_scores_by_player__variant::B,key_error_missing_dict_check__sum_scores_by_player__variant,B,VARIANT,1,1.0,PASS,0.788,130,0,52,0.0,0,2026-08-18T19:48:06.160575+00:00
key_error_missing_dict_check__sum_scores_by_player__variant::F,key_error_missing_dict_check__sum_scores_by_player__variant,F,VARIANT,1,1.0,PASS,0.683,490,0,52,0.0,0,2026-08-18T19:48:07.473096+00:00
key_error_missing_dict_check__sum_scores_by_player__variant::C,key_error_missing_dict_check__sum_scores_by_player__variant,C,VARIANT,1,1.0,PASS,0.838,214,0,52,0.0,0,2026-08-18T19:48:08.987808+00:00
wrong_accumulator_init__reverse_words__variant::C,wrong_accumulator_init__reverse_words__variant,C,VARIANT,1,1.0,PASS,0.565,226,0,31,0.0,0,2026-08-18T19:48:10.189681+00:00
wrong_comparison_operator__merge_intervals__known_example::C,wrong_comparison_operator__merge_intervals__known_example,C,KNOWN,1,1.0,PASS,1.089,339,0,111,0.0,0,2026-08-18T19:48:11.881699+00:00
variable_shadowing__reverse_words__novel_b::C,variable_shadowing__reverse_words__novel_b,C,NOVEL,1,0.0,FAIL,0.661,146,0,45,0.0,0,2026-08-18T19:48:13.235391+00:00
wrong_string_case_comparison__find_matching_tag__known_example::A,wrong_string_case_comparison__find_matching_tag__known_example,A,KNOWN,1,1.0,PASS,6.272,124,692,43,0.0,0,2026-08-18T19:48:20.227092+00:00
wrong_string_case_comparison__find_matching_tag__known_example::B,wrong_string_case_comparison__find_matching_tag__known_example,B,KNOWN,1,0.0,FAIL,0.69,124,0,38,0.0,0,2026-08-18T19:48:21.678665+00:00
wrong_string_case_comparison__find_matching_tag__known_example::F,wrong_string_case_comparison__find_matching_tag__known_example,F,KNOWN,1,1.0,PASS,1.36,490,0,55,0.0,0,2026-08-18T19:48:23.712933+00:00
wrong_string_case_comparison__find_matching_tag__known_example::C,wrong_string_case_comparison__find_matching_tag__known_example,C,KNOWN,1,1.0,PASS,0.774,212,0,53,0.0,0,2026-08-18T19:48:25.133671+00:00
mutable_default_argument__dedupe_preserve_order__known_example::C,mutable_default_argument__dedupe_preserve_order__known_example,C,KNOWN,1,1.0,PASS,0.42,241,0,61,0.0,0,2026-08-18T19:48:26.250824+00:00
wrong_return_in_loop__flatten_list__novel_b::C,wrong_return_in_loop__flatten_list__novel_b,C,NOVEL,1,1.0,PASS,1.567,141,0,61,0.0,0,2026-08-18T19:48:28.426329+00:00
integer_division_truncation__binary_search__variant::C,integer_division_truncation__binary_search__variant,C,VARIANT,1,1.0,PASS,1.586,280,0,98,0.0,0,2026-08-18T19:48:30.613530+00:00
inverted_boolean_logic__is_leap_year__known_example::C,inverted_boolean_logic__is_leap_year__known_example,C,KNOWN,1,1.0,PASS,0.62,237,0,48,0.0,0,2026-08-18T19:48:31.889991+00:00
off_by_one__binary_search__known_example::A,off_by_one__binary_search__known_example,A,KNOWN,1,1.0,PASS,4.754,182,216,98,0.0,0,2026-08-18T19:48:37.372045+00:00
off_by_one__binary_search__known_example::B,off_by_one__binary_search__known_example,B,KNOWN,1,1.0,PASS,0.794,182,0,98,0.0,0,2026-08-18T19:48:38.879997+00:00
off_by_one__binary_search__known_example::F,off_by_one__binary_search__known_example,F,KNOWN,1,1.0,PASS,0.878,316,0,98,0.0,0,2026-08-18T19:48:40.420594+00:00
off_by_one__binary_search__known_example::C,off_by_one__binary_search__known_example,C,KNOWN,1,1.0,PASS,1.411,313,0,98,0.0,0,2026-08-18T19:48:42.431468+00:00
wrong_comparison_operator__run_length_encode__variant::A,wrong_comparison_operator__run_length_encode__variant,A,VARIANT,1,1.0,PASS,4.663,206,551,120,0.0,0,2026-08-18T19:48:47.820444+00:00
wrong_comparison_operator__run_length_encode__variant::B,wrong_comparison_operator__run_length_encode__variant,B,VARIANT,1,1.0,PASS,0.785,206,0,120,0.0,0,2026-08-18T19:48:49.309848+00:00
wrong_comparison_operator__run_length_encode__variant::F,wrong_comparison_operator__run_length_encode__variant,F,VARIANT,1,1.0,PASS,0.75,334,0,120,0.0,0,2026-08-18T19:48:50.696675+00:00
wrong_comparison_operator__run_length_encode__variant::C,wrong_comparison_operator__run_length_encode__variant,C,VARIANT,1,1.0,PASS,0.887,350,0,120,0.0,0,2026-08-18T19:48:52.188121+00:00
wrong_return_in_loop__dedupe_preserve_order__novel_a::A,wrong_return_in_loop__dedupe_preserve_order__novel_a,A,NOVEL,1,1.0,PASS,2.886,148,103,61,0.0,0,2026-08-18T19:48:55.623876+00:00
wrong_return_in_loop__dedupe_preserve_order__novel_a::B,wrong_return_in_loop__dedupe_preserve_order__novel_a,B,NOVEL,1,1.0,PASS,0.742,148,0,61,0.0,0,2026-08-18T19:48:56.908052+00:00
wrong_return_in_loop__dedupe_preserve_order__novel_a::F,wrong_return_in_loop__dedupe_preserve_order__novel_a,F,NOVEL,1,1.0,PASS,0.747,148,0,61,0.0,0,2026-08-18T19:48:58.241675+00:00
wrong_return_in_loop__dedupe_preserve_order__novel_a::C,wrong_return_in_loop__dedupe_preserve_order__novel_a,C,NOVEL,1,1.0,PASS,0.706,148,0,61,0.0,0,2026-08-18T19:48:59.540218+00:00
