npc_id,parent_id,quest_id,step_id,role,event_type,config_name,prompt_tokens,context_tokens,retrieved_tokens,tool_tokens,reasoning_tokens,output_tokens,latency_ms,cost_usd,passed,timestamp
F:librarian,e26735b7964d40a2838b94e1df9022bf,wrong_comparison_operator__merge_intervals__known_example::F,3,librarian,RETRIEVAL_STARTED,F,,,,,,,,,,2026-08-18T11:12:32.095321+00:00
F:librarian,cc422a0e0f434a84ab5e1d84b48c391d,wrong_comparison_operator__merge_intervals__known_example::F,4,librarian,RETRIEVAL_RESULT,F,0,196,288,,,0,,,,2026-08-18T11:12:32.177742+00:00
F:worker,da736174f9ee4d32aabd0b2c7bce0f5d,wrong_comparison_operator__merge_intervals__known_example::F,5,worker,PROMPT_BUILT,F,484,196,288,,,,,,,2026-08-18T11:12:32.178500+00:00
F:worker,77e1fbeeb7b141c8a31d57e8bc685c79,wrong_comparison_operator__merge_intervals__known_example::F,6,worker,MODEL_CALL_STARTED,F,,,,,,,,,,2026-08-18T11:12:32.178928+00:00
F:worker,455266081e664d74a7eb89d97bdc4125,wrong_comparison_operator__merge_intervals__known_example::F,7,worker,MODEL_CALL_FINISHED,F,484,,,,,111,777.3681000107899,0.0,,2026-08-18T11:12:32.956811+00:00
F:checker,589f5ce2ce2240afb935bf6a6eaa7654,wrong_comparison_operator__merge_intervals__known_example::F,8,checker,VERIFICATION,F,0,,,,,0,,,True,2026-08-18T11:12:33.457106+00:00
F:npc,7ecdf5fb51514df5bd0b49e7b5c5e6db,wrong_comparison_operator__merge_intervals__known_example::F,9,npc,QUEST_COMPLETED,F,,,,,,,,,True,2026-08-18T11:12:33.457809+00:00
A:npc,,index_out_of_range_boundary__binary_search__variant::A,1,npc,QUEST_CREATED,A,,,,,,,,,,2026-08-18T11:12:33.458169+00:00
A:npc,f9ebacafbdcb4a39bcf9c6deeccec768,index_out_of_range_boundary__binary_search__variant::A,2,npc,NPC_ASSIGNED,A,,,,,,,,,,2026-08-18T11:12:33.458450+00:00
A:worker,986db1c7a2534483b0d7d065c639ca9b,index_out_of_range_boundary__binary_search__variant::A,3,worker,PROMPT_BUILT,A,180,180,0,,,,,,,2026-08-18T11:12:33.539923+00:00
A:worker,0470ed83599d4b71acbe56dd50172abb,index_out_of_range_boundary__binary_search__variant::A,4,worker,MODEL_CALL_STARTED,A,,,,,,,,,,2026-08-18T11:12:33.540425+00:00
A:worker,f9f7d521f2be4d0ab0638cef9b218eb6,index_out_of_range_boundary__binary_search__variant::A,5,worker,MODEL_CALL_FINISHED,A,180,,,,591,98,4112.8868000232615,0.0,,2026-08-18T11:12:37.653723+00:00
A:checker,6bd9c1604fe74a829c6672dfd0de1926,index_out_of_range_boundary__binary_search__variant::A,6,checker,VERIFICATION,A,0,,,,,0,,,True,2026-08-18T11:12:38.154381+00:00
A:npc,05eb6c6cacdc4fa09c972e265b8e8e7a,index_out_of_range_boundary__binary_search__variant::A,7,npc,QUEST_COMPLETED,A,,,,,,,,,True,2026-08-18T11:12:38.155077+00:00
B:npc,,index_out_of_range_boundary__binary_search__variant::B,1,npc,QUEST_CREATED,B,,,,,,,,,,2026-08-18T11:12:38.155430+00:00
B:npc,f4fe85592a74482985d90aea2d310899,index_out_of_range_boundary__binary_search__variant::B,2,npc,NPC_ASSIGNED,B,,,,,,,,,,2026-08-18T11:12:38.155758+00:00
B:worker,d6c7508ad7ed4da4a408f7873ff681d2,index_out_of_range_boundary__binary_search__variant::B,3,worker,PROMPT_BUILT,B,180,180,0,,,,,,,2026-08-18T11:12:38.297464+00:00
B:worker,4088859a4e2b414ba2a86f9b3f1b354b,index_out_of_range_boundary__binary_search__variant::B,4,worker,MODEL_CALL_STARTED,B,,,,,,,,,,2026-08-18T11:12:38.298038+00:00
B:worker,b8610253919241eab71ff44f992cc08e,index_out_of_range_boundary__binary_search__variant::B,5,worker,MODEL_CALL_FINISHED,B,180,,,,,98,905.020100006368,0.0,,2026-08-18T11:12:39.203586+00:00
B:checker,2986501cab5547d089a4af0a1033178a,index_out_of_range_boundary__binary_search__variant::B,6,checker,VERIFICATION,B,0,,,,,0,,,True,2026-08-18T11:12:39.721686+00:00
B:npc,7d910c730b9d4694bf79126b2302c859,index_out_of_range_boundary__binary_search__variant::B,7,npc,QUEST_COMPLETED,B,,,,,,,,,True,2026-08-18T11:12:39.722573+00:00
F:npc,,index_out_of_range_boundary__binary_search__variant::F,1,npc,QUEST_CREATED,F,,,,,,,,,,2026-08-18T11:12:39.722993+00:00
F:npc,ca426eda924e461997f6f108e2012db8,index_out_of_range_boundary__binary_search__variant::F,2,npc,NPC_ASSIGNED,F,,,,,,,,,,2026-08-18T11:12:39.723562+00:00
F:librarian,34029243d5fb428293b8f4748f0ccafe,index_out_of_range_boundary__binary_search__variant::F,3,librarian,RETRIEVAL_STARTED,F,,,,,,,,,,2026-08-18T11:12:39.797784+00:00
F:librarian,23f27bff36fb46339c3e172270d10b4e,index_out_of_range_boundary__binary_search__variant::F,4,librarian,RETRIEVAL_RESULT,F,0,180,296,,,0,,,,2026-08-18T11:12:39.874895+00:00
F:worker,c5216653a6644a05a53ddc8cce2a2c62,index_out_of_range_boundary__binary_search__variant::F,5,worker,PROMPT_BUILT,F,476,180,296,,,,,,,2026-08-18T11:12:39.875587+00:00
F:worker,840b906d949f48858e94a448c86b2cbc,index_out_of_range_boundary__binary_search__variant::F,6,worker,MODEL_CALL_STARTED,F,,,,,,,,,,2026-08-18T11:12:39.875948+00:00
F:worker,adaad4b75dac41ae90d0d4e6678867b2,index_out_of_range_boundary__binary_search__variant::F,7,worker,MODEL_CALL_FINISHED,F,476,,,,,98,828.051200020127,0.0,,2026-08-18T11:12:40.704373+00:00
F:checker,2a574760aecd461ba52199b5957b3bf8,index_out_of_range_boundary__binary_search__variant::F,8,checker,VERIFICATION,F,0,,,,,0,,,True,2026-08-18T11:12:41.197187+00:00
F:npc,3fc4044576994d0aa514c68ae5f1f664,index_out_of_range_boundary__binary_search__variant::F,9,npc,QUEST_COMPLETED,F,,,,,,,,,True,2026-08-18T11:12:41.198045+00:00
A:npc,,inverted_boolean_logic__is_valid_password__variant::A,1,npc,QUEST_CREATED,A,,,,,,,,,,2026-08-18T11:12:41.198450+00:00
A:npc,16f4021a5108417b9085b608fb1c1e16,inverted_boolean_logic__is_valid_password__variant::A,2,npc,NPC_ASSIGNED,A,,,,,,,,,,2026-08-18T11:12:41.198967+00:00
A:worker,3354972a12b744f3b1d0a6cfdb1c291c,inverted_boolean_logic__is_valid_password__variant::A,3,worker,PROMPT_BUILT,A,146,146,0,,,,,,,2026-08-18T11:12:41.270246+00:00
A:worker,59f0373d343548eba394bfbcba96d2df,inverted_boolean_logic__is_valid_password__variant::A,4,worker,MODEL_CALL_STARTED,A,,,,,,,,,,2026-08-18T11:12:41.270770+00:00
A:worker,4a880d52bffc4fe7976b178ef1ce06c3,inverted_boolean_logic__is_valid_password__variant::A,5,worker,MODEL_CALL_FINISHED,A,146,,,,2784,59,26402.715099975467,0.0,,2026-08-18T11:13:07.673885+00:00
A:checker,0a2e0995e6824052bbdf3372024cef61,inverted_boolean_logic__is_valid_password__variant::A,6,checker,VERIFICATION,A,0,,,,,0,,,True,2026-08-18T11:13:08.179458+00:00
A:npc,ce0427e6a4af40549b26f3fdb8936e26,inverted_boolean_logic__is_valid_password__variant::A,7,npc,QUEST_COMPLETED,A,,,,,,,,,True,2026-08-18T11:13:08.180349+00:00
B:npc,,inverted_boolean_logic__is_valid_password__variant::B,1,npc,QUEST_CREATED,B,,,,,,,,,,2026-08-18T11:13:08.180766+00:00
B:npc,accbec4c9fe747acaa5c139cb952b389,inverted_boolean_logic__is_valid_password__variant::B,2,npc,NPC_ASSIGNED,B,,,,,,,,,,2026-08-18T11:13:08.181303+00:00
B:worker,1cd2f6bb367748528c64bed9d792fdbc,inverted_boolean_logic__is_valid_password__variant::B,3,worker,PROMPT_BUILT,B,146,146,0,,,,,,,2026-08-18T11:13:08.319527+00:00
B:worker,fc3abb47d6ce4e64814f0fc85daf1a1e,inverted_boolean_logic__is_valid_password__variant::B,4,worker,MODEL_CALL_STARTED,B,,,,,,,,,,2026-08-18T11:13:08.320194+00:00
B:worker,515c8e0a136c494e9fed8e57e5c91823,inverted_boolean_logic__is_valid_password__variant::B,5,worker,MODEL_CALL_FINISHED,B,146,,,,,59,741.8392000254244,0.0,,2026-08-18T11:13:09.062570+00:00
B:checker,dc41a8c7a05d4621885fb98a18c73bf0,inverted_boolean_logic__is_valid_password__variant::B,6,checker,VERIFICATION,B,0,,,,,0,,,True,2026-08-18T11:13:09.553222+00:00
B:npc,e4d689afa3824fed94f59a31f6fa9515,inverted_boolean_logic__is_valid_password__variant::B,7,npc,QUEST_COMPLETED,B,,,,,,,,,True,2026-08-18T11:13:09.554143+00:00
F:npc,,inverted_boolean_logic__is_valid_password__variant::F,1,npc,QUEST_CREATED,F,,,,,,,,,,2026-08-18T11:13:09.554556+00:00
F:npc,b8e4cef870644cc69617370a25572d9b,inverted_boolean_logic__is_valid_password__variant::F,2,npc,NPC_ASSIGNED,F,,,,,,,,,,2026-08-18T11:13:09.555057+00:00
F:librarian,d32552cb2c594f24a271732efdf7dc03,inverted_boolean_logic__is_valid_password__variant::F,3,librarian,RETRIEVAL_STARTED,F,,,,,,,,,,2026-08-18T11:13:09.695314+00:00
F:librarian,324be35f19be462b84e9761e1f206dfe,inverted_boolean_logic__is_valid_password__variant::F,4,librarian,RETRIEVAL_RESULT,F,0,146,314,,,0,,,,2026-08-18T11:13:09.781530+00:00
F:worker,5905f1add1d447a18fc1baf7c426b5d4,inverted_boolean_logic__is_valid_password__variant::F,5,worker,PROMPT_BUILT,F,460,146,314,,,,,,,2026-08-18T11:13:09.782101+00:00
F:worker,a5364f3399884efbbbf6d38806a4a7a9,inverted_boolean_logic__is_valid_password__variant::F,6,worker,MODEL_CALL_STARTED,F,,,,,,,,,,2026-08-18T11:13:09.782482+00:00
F:worker,fbf60b53800948dc9c5808d8d436b788,inverted_boolean_logic__is_valid_password__variant::F,7,worker,MODEL_CALL_FINISHED,F,460,,,,,59,646.5483999927528,0.0,,2026-08-18T11:13:10.429414+00:00
F:checker,1c499683a33947cf8f9bfaf137247043,inverted_boolean_logic__is_valid_password__variant::F,8,checker,VERIFICATION,F,0,,,,,0,,,True,2026-08-18T11:13:10.926401+00:00
F:npc,b24f6686d8dd4c60a09cd49ae78d67cf,inverted_boolean_logic__is_valid_password__variant::F,9,npc,QUEST_COMPLETED,F,,,,,,,,,True,2026-08-18T11:13:10.927160+00:00
A:npc,,wrong_accumulator_init__count_vowels__known_example::A,1,npc,QUEST_CREATED,A,,,,,,,,,,2026-08-18T11:13:10.927549+00:00
A:npc,325d1d7c549040eca2935fb9265b2479,wrong_accumulator_init__count_vowels__known_example::A,2,npc,NPC_ASSIGNED,A,,,,,,,,,,2026-08-18T11:13:10.928065+00:00
A:worker,0ed6cf81bfee427bb2f89ec97abfe08a,wrong_accumulator_init__count_vowels__known_example::A,3,worker,PROMPT_BUILT,A,142,142,0,,,,,,,2026-08-18T11:13:11.010534+00:00
A:worker,087e9b890e414ea9b0fdac37b576f822,wrong_accumulator_init__count_vowels__known_example::A,4,worker,MODEL_CALL_STARTED,A,,,,,,,,,,2026-08-18T11:13:11.011228+00:00
A:worker,cf6ada335d804503bda68f16fa9021b5,wrong_accumulator_init__count_vowels__known_example::A,5,worker,MODEL_CALL_FINISHED,A,142,,,,311,56,21089.887999987695,0.0,,2026-08-18T11:13:32.101727+00:00
A:checker,699d5c81807d477f87cee7f1a9db5294,wrong_accumulator_init__count_vowels__known_example::A,6,checker,VERIFICATION,A,0,,,,,0,,,True,2026-08-18T11:13:32.571576+00:00
A:npc,66d48f5b56694251b986ea1a3601f8f3,wrong_accumulator_init__count_vowels__known_example::A,7,npc,QUEST_COMPLETED,A,,,,,,,,,True,2026-08-18T11:13:32.572437+00:00
B:npc,,wrong_accumulator_init__count_vowels__known_example::B,1,npc,QUEST_CREATED,B,,,,,,,,,,2026-08-18T11:13:32.572815+00:00
B:npc,1f6a6d4297ce462488098d186620a7e4,wrong_accumulator_init__count_vowels__known_example::B,2,npc,NPC_ASSIGNED,B,,,,,,,,,,2026-08-18T11:13:32.573427+00:00
B:worker,3c8cac450d2646e0889535fb5d2aed23,wrong_accumulator_init__count_vowels__known_example::B,3,worker,PROMPT_BUILT,B,142,142,0,,,,,,,2026-08-18T11:13:32.724098+00:00
B:worker,8288cf9d1ead428c91ae80db5fefb62e,wrong_accumulator_init__count_vowels__known_example::B,4,worker,MODEL_CALL_STARTED,B,,,,,,,,,,2026-08-18T11:13:32.724594+00:00
B:worker,7df1e1cd9b064b53af72bb696e2d3021,wrong_accumulator_init__count_vowels__known_example::B,5,worker,MODEL_CALL_FINISHED,B,142,,,,,56,689.8193000233732,0.0,,2026-08-18T11:13:33.414785+00:00
B:checker,a791860a47d049b5807bb696e0fd35bc,wrong_accumulator_init__count_vowels__known_example::B,6,checker,VERIFICATION,B,0,,,,,0,,,True,2026-08-18T11:13:33.880845+00:00
B:npc,d159293bfa084cc782d545b9348efd0b,wrong_accumulator_init__count_vowels__known_example::B,7,npc,QUEST_COMPLETED,B,,,,,,,,,True,2026-08-18T11:13:33.881745+00:00
F:npc,,wrong_accumulator_init__count_vowels__known_example::F,1,npc,QUEST_CREATED,F,,,,,,,,,,2026-08-18T11:13:33.882119+00:00
F:npc,706bec9bc92a45d3b089e8a729fb98f7,wrong_accumulator_init__count_vowels__known_example::F,2,npc,NPC_ASSIGNED,F,,,,,,,,,,2026-08-18T11:13:33.882629+00:00
F:librarian,51aa7d638c8844339477f7dce58b4b16,wrong_accumulator_init__count_vowels__known_example::F,3,librarian,RETRIEVAL_STARTED,F,,,,,,,,,,2026-08-18T11:13:33.961876+00:00
F:librarian,a9d36e46471448878341b1ddcd8b317d,wrong_accumulator_init__count_vowels__known_example::F,4,librarian,RETRIEVAL_RESULT,F,0,142,309,,,0,,,,2026-08-18T11:13:34.033091+00:00
F:worker,cbcb97aaf2144648b5a0d374a721edbb,wrong_accumulator_init__count_vowels__known_example::F,5,worker,PROMPT_BUILT,F,451,142,309,,,,,,,2026-08-18T11:13:34.033607+00:00
F:worker,91fc6ba2f6c4418ca86e00a370a1cd12,wrong_accumulator_init__count_vowels__known_example::F,6,worker,MODEL_CALL_STARTED,F,,,,,,,,,,2026-08-18T11:13:34.034014+00:00
F:worker,b627d2ab43b24abc976e5b0a039a082d,wrong_accumulator_init__count_vowels__known_example::F,7,worker,MODEL_CALL_FINISHED,F,451,,,,,56,685.2596999960952,0.0,,2026-08-18T11:13:34.719824+00:00
F:checker,b4cd2b9ab0964dafbc55a20a78bbb399,wrong_accumulator_init__count_vowels__known_example::F,8,checker,VERIFICATION,F,0,,,,,0,,,True,2026-08-18T11:13:35.190934+00:00
F:npc,72b5d12a86ee4154adfc189f090f21e4,wrong_accumulator_init__count_vowels__known_example::F,9,npc,QUEST_COMPLETED,F,,,,,,,,,True,2026-08-18T11:13:35.191612+00:00
A:npc,,variable_shadowing__rolling_average__novel_a::A,1,npc,QUEST_CREATED,A,,,,,,,,,,2026-08-18T11:13:35.191951+00:00
A:npc,e479efce93aa45e5887eab8a8534c968,variable_shadowing__rolling_average__novel_a::A,2,npc,NPC_ASSIGNED,A,,,,,,,,,,2026-08-18T11:13:35.192406+00:00
A:worker,7a0c5c3ee2624d8a8a0e84b79200a944,variable_shadowing__rolling_average__novel_a::A,3,worker,PROMPT_BUILT,A,158,158,0,,,,,,,2026-08-18T11:13:35.262178+00:00
