npc_id,parent_id,quest_id,step_id,role,event_type,config_name,prompt_tokens,context_tokens,retrieved_tokens,tool_tokens,reasoning_tokens,output_tokens,latency_ms,cost_usd,passed,timestamp
A:worker,881d30c1f39b4f6194a1fb0ef8ae1ab9,integer_division_truncation__rolling_average__known_example::A,5,worker,MODEL_CALL_FINISHED,A,150,,,,418,65,37679.318899987265,0.0,,2026-08-18T14:26:00.248286+00:00
A:checker,9cc3b70ab8d34a4fa758fdb4adce99a2,integer_division_truncation__rolling_average__known_example::A,6,checker,VERIFICATION,A,0,,,,,0,,,True,2026-08-18T14:26:00.765996+00:00
A:npc,c9e7077767d84b9c9c367087c44e067e,integer_division_truncation__rolling_average__known_example::A,7,npc,QUEST_COMPLETED,A,,,,,,,,,True,2026-08-18T14:26:00.766838+00:00
B:npc,,integer_division_truncation__rolling_average__known_example::B,1,npc,QUEST_CREATED,B,,,,,,,,,,2026-08-18T14:26:00.767184+00:00
B:npc,7e2540b4340b42d584c2974f2d3cf9c1,integer_division_truncation__rolling_average__known_example::B,2,npc,NPC_ASSIGNED,B,,,,,,,,,,2026-08-18T14:26:00.767572+00:00
B:worker,231739b06cef4b68adafd7b55356dd02,integer_division_truncation__rolling_average__known_example::B,3,worker,PROMPT_BUILT,B,150,150,0,,,,,,,2026-08-18T14:26:00.916556+00:00
B:worker,036804f54cd341a582609e1f41258c7a,integer_division_truncation__rolling_average__known_example::B,4,worker,MODEL_CALL_STARTED,B,,,,,,,,,,2026-08-18T14:26:00.917118+00:00
B:worker,ecc4889a12d64403a16f21b4572ab998,integer_division_truncation__rolling_average__known_example::B,5,worker,MODEL_CALL_FINISHED,B,150,,,,,65,2849.1879000212066,0.0,,2026-08-18T14:26:03.766654+00:00
B:checker,552e6ba25f4747ec97da90f180d0b438,integer_division_truncation__rolling_average__known_example::B,6,checker,VERIFICATION,B,0,,,,,0,,,True,2026-08-18T14:26:04.247134+00:00
B:npc,0271fc9f09234717849aca8ad64f5dbe,integer_division_truncation__rolling_average__known_example::B,7,npc,QUEST_COMPLETED,B,,,,,,,,,True,2026-08-18T14:26:04.247979+00:00
F:npc,,integer_division_truncation__rolling_average__known_example::F,1,npc,QUEST_CREATED,F,,,,,,,,,,2026-08-18T14:26:04.248318+00:00
F:npc,cae091066a50454a86cc95227f9ef54f,integer_division_truncation__rolling_average__known_example::F,2,npc,NPC_ASSIGNED,F,,,,,,,,,,2026-08-18T14:26:04.248605+00:00
F:librarian,b9a709e520824bb28facdbbecb4083fe,integer_division_truncation__rolling_average__known_example::F,3,librarian,RETRIEVAL_STARTED,F,,,,,,,,,,2026-08-18T14:26:04.425091+00:00
F:librarian,5cb794b2d5fc4037bc8a46df7bad2018,integer_division_truncation__rolling_average__known_example::F,4,librarian,RETRIEVAL_RESULT,F,0,150,104,,,0,,,,2026-08-18T14:26:04.507732+00:00
F:worker,5ed92a3f930346578d851574cc6412c0,integer_division_truncation__rolling_average__known_example::F,5,worker,PROMPT_BUILT,F,254,150,104,,,,,,,2026-08-18T14:26:04.508317+00:00
F:worker,fb935ca478d64f518ef9da0383431638,integer_division_truncation__rolling_average__known_example::F,6,worker,MODEL_CALL_STARTED,F,,,,,,,,,,2026-08-18T14:26:04.508654+00:00
F:worker,f64a205bd1af4e8baad0b3c68b471c6e,integer_division_truncation__rolling_average__known_example::F,7,worker,MODEL_CALL_FINISHED,F,254,,,,,65,11760.805999976583,0.0,,2026-08-18T14:26:16.269859+00:00
F:checker,675b0830cd7a436f80b2feea50d2a603,integer_division_truncation__rolling_average__known_example::F,8,checker,VERIFICATION,F,0,,,,,0,,,True,2026-08-18T14:26:16.788470+00:00
F:npc,82142b4a6afc479ea1bab1622179d446,integer_division_truncation__rolling_average__known_example::F,9,npc,QUEST_COMPLETED,F,,,,,,,,,True,2026-08-18T14:26:16.789413+00:00
A:npc,,mutable_default_argument__flatten_list__variant::A,1,npc,QUEST_CREATED,A,,,,,,,,,,2026-08-18T14:26:16.789732+00:00
