quest_id,task_id,config_name,split,npc_calls,correctness,verification,latency_s,input_cost,reasoning_cost,output_cost,cost_usd,retries,timestamp
off_by_one__binary_search__known_example::B,off_by_one__binary_search__known_example,B,KNOWN,1,1.0,PASS,0.879,182,0,98,0.0,0,2026-08-18T20:00:29.067618+00:00
off_by_one__binary_search__known_example::F,off_by_one__binary_search__known_example,F,KNOWN,1,1.0,PASS,0.848,316,0,98,0.0,0,2026-08-18T20:00:30.546439+00:00
off_by_one__binary_search__known_example::C,off_by_one__binary_search__known_example,C,KNOWN,1,1.0,PASS,1.065,313,0,98,0.0,0,2026-08-18T20:00:32.177814+00:00
wrong_comparison_operator__run_length_encode__variant::A,wrong_comparison_operator__run_length_encode__variant,A,VARIANT,1,1.0,PASS,4.436,206,360,120,0.0,0,2026-08-18T20:00:37.230239+00:00
wrong_comparison_operator__run_length_encode__variant::B,wrong_comparison_operator__run_length_encode__variant,B,VARIANT,1,1.0,PASS,0.852,206,0,120,0.0,0,2026-08-18T20:00:38.761151+00:00
wrong_comparison_operator__run_length_encode__variant::F,wrong_comparison_operator__run_length_encode__variant,F,VARIANT,1,1.0,PASS,1.372,334,0,120,0.0,0,2026-08-18T20:00:40.739267+00:00
wrong_comparison_operator__run_length_encode__variant::C,wrong_comparison_operator__run_length_encode__variant,C,VARIANT,1,1.0,PASS,1.266,350,0,120,0.0,0,2026-08-18T20:00:42.673810+00:00
wrong_return_in_loop__dedupe_preserve_order__novel_a::A,wrong_return_in_loop__dedupe_preserve_order__novel_a,A,NOVEL,1,1.0,PASS,2.33,148,99,61,0.0,0,2026-08-18T20:00:45.719717+00:00
wrong_return_in_loop__dedupe_preserve_order__novel_a::B,wrong_return_in_loop__dedupe_preserve_order__novel_a,B,NOVEL,1,1.0,PASS,0.883,148,0,61,0.0,0,2026-08-18T20:00:47.132779+00:00
wrong_return_in_loop__dedupe_preserve_order__novel_a::F,wrong_return_in_loop__dedupe_preserve_order__novel_a,F,NOVEL,1,1.0,PASS,0.716,148,0,61,0.0,0,2026-08-18T20:00:48.461448+00:00
wrong_return_in_loop__dedupe_preserve_order__novel_a::C,wrong_return_in_loop__dedupe_preserve_order__novel_a,C,NOVEL,1,1.0,PASS,0.724,148,0,61,0.0,0,2026-08-18T20:00:49.797352+00:00
