npc_id,parent_id,quest_id,step_id,role,event_type,config_name,prompt_tokens,context_tokens,retrieved_tokens,tool_tokens,reasoning_tokens,output_tokens,latency_ms,cost_usd,passed,timestamp
B:worker,3729d9c0c04a4b6c806e330d003c7d97,wrong_return_in_loop__flatten_list__novel_b::B,4,worker,MODEL_CALL_STARTED,B,,,,,,,,,,2026-08-18T11:55:30.105847+00:00
B:worker,41735e5111bb49eabe4745428621f725,wrong_return_in_loop__flatten_list__novel_b::B,5,worker,MODEL_CALL_FINISHED,B,142,,,,,61,622.6012000115588,0.0,,2026-08-18T11:55:30.728983+00:00
B:checker,f28f927527bd44c499fc70227baf8b3a,wrong_return_in_loop__flatten_list__novel_b::B,6,checker,VERIFICATION,B,0,,,,,0,,,True,2026-08-18T11:55:31.198260+00:00
B:npc,462197b170a14d0c9b0bdec045322e60,wrong_return_in_loop__flatten_list__novel_b::B,7,npc,QUEST_COMPLETED,B,,,,,,,,,True,2026-08-18T11:55:31.199439+00:00
F:npc,,wrong_return_in_loop__flatten_list__novel_b::F,1,npc,QUEST_CREATED,F,,,,,,,,,,2026-08-18T11:55:31.200013+00:00
F:npc,33c54f8e6b7949f5b3ca5b85ea6537a0,wrong_return_in_loop__flatten_list__novel_b::F,2,npc,NPC_ASSIGNED,F,,,,,,,,,,2026-08-18T11:55:31.200481+00:00
F:librarian,8cc060fa53b648ba8b2de3f67b7b3a21,wrong_return_in_loop__flatten_list__novel_b::F,3,librarian,RETRIEVAL_STARTED,F,,,,,,,,,,2026-08-18T11:55:31.272857+00:00
F:librarian,4e7a0c64e01a434ca7353b8123b16cd4,wrong_return_in_loop__flatten_list__novel_b::F,4,librarian,RETRIEVAL_RESULT,F,0,142,0,,,0,,,,2026-08-18T11:55:31.353237+00:00
F:worker,7ba29acfb39c41fcb4e9c472ff7fdfd7,wrong_return_in_loop__flatten_list__novel_b::F,5,worker,PROMPT_BUILT,F,142,142,0,,,,,,,2026-08-18T11:55:31.353895+00:00
F:worker,38c444cfeba349a38d7084632b531d11,wrong_return_in_loop__flatten_list__novel_b::F,6,worker,MODEL_CALL_STARTED,F,,,,,,,,,,2026-08-18T11:55:31.354584+00:00
F:worker,4a920b98e55c4b2991fc8b77cfff41d8,wrong_return_in_loop__flatten_list__novel_b::F,7,worker,MODEL_CALL_FINISHED,F,142,,,,,61,620.8668000181206,0.0,,2026-08-18T11:55:31.976043+00:00
F:checker,8cdd1b1e57e6476e959e9bc5eff19d4b,wrong_return_in_loop__flatten_list__novel_b::F,8,checker,VERIFICATION,F,0,,,,,0,,,True,2026-08-18T11:55:32.483922+00:00
F:npc,3eafbd4066924c5fb5dfdfd0dedfd6e7,wrong_return_in_loop__flatten_list__novel_b::F,9,npc,QUEST_COMPLETED,F,,,,,,,,,True,2026-08-18T11:55:32.484958+00:00
A:npc,,mutable_default_argument__flatten_list__variant::A,1,npc,QUEST_CREATED,A,,,,,,,,,,2026-08-18T11:55:32.485477+00:00
A:npc,97b5387421c54970b9e0c887459f625a,mutable_default_argument__flatten_list__variant::A,2,npc,NPC_ASSIGNED,A,,,,,,,,,,2026-08-18T11:55:32.485877+00:00
A:worker,8309fb84cc724b91bf382b80e9a190af,mutable_default_argument__flatten_list__variant::A,3,worker,PROMPT_BUILT,A,140,140,0,,,,,,,2026-08-18T11:55:32.569837+00:00
A:worker,0881bedb9af64df89b249a9744cafc3a,mutable_default_argument__flatten_list__variant::A,4,worker,MODEL_CALL_STARTED,A,,,,,,,,,,2026-08-18T11:55:32.570452+00:00
A:worker,d00db3aecee643e58e6eaddfad1ea214,mutable_default_argument__flatten_list__variant::A,5,worker,MODEL_CALL_FINISHED,A,140,,,,1645,70,7456.290300004184,0.0,,2026-08-18T11:55:40.027275+00:00
A:checker,cb5be893fd0448188e9ad2e1cf02b871,mutable_default_argument__flatten_list__variant::A,6,checker,VERIFICATION,A,0,,,,,0,,,True,2026-08-18T11:55:40.523553+00:00
A:npc,91afe11758f44bb9a60559a443d1c53d,mutable_default_argument__flatten_list__variant::A,7,npc,QUEST_COMPLETED,A,,,,,,,,,True,2026-08-18T11:55:40.524413+00:00
B:npc,,mutable_default_argument__flatten_list__variant::B,1,npc,QUEST_CREATED,B,,,,,,,,,,2026-08-18T11:55:40.524848+00:00
B:npc,02005525baeb41c398185cc32a1601b8,mutable_default_argument__flatten_list__variant::B,2,npc,NPC_ASSIGNED,B,,,,,,,,,,2026-08-18T11:55:40.525215+00:00
B:worker,27c42fabd73746239b8dd8bdf36e3f0e,mutable_default_argument__flatten_list__variant::B,3,worker,PROMPT_BUILT,B,140,140,0,,,,,,,2026-08-18T11:55:40.665462+00:00
B:worker,983012eecda3453f958b49682e13da5f,mutable_default_argument__flatten_list__variant::B,4,worker,MODEL_CALL_STARTED,B,,,,,,,,,,2026-08-18T11:55:40.666346+00:00
B:worker,36545fd0e38b4b6e98b3831bc982961d,mutable_default_argument__flatten_list__variant::B,5,worker,MODEL_CALL_FINISHED,B,140,,,,,70,1354.7537999693304,0.0,,2026-08-18T11:55:42.021551+00:00
B:checker,b6e6798bb991418198f22d32fa6ff630,mutable_default_argument__flatten_list__variant::B,6,checker,VERIFICATION,B,0,,,,,0,,,True,2026-08-18T11:55:42.562851+00:00
B:npc,4765791bbf564789acc4939e40100dae,mutable_default_argument__flatten_list__variant::B,7,npc,QUEST_COMPLETED,B,,,,,,,,,True,2026-08-18T11:55:42.564042+00:00
F:npc,,mutable_default_argument__flatten_list__variant::F,1,npc,QUEST_CREATED,F,,,,,,,,,,2026-08-18T11:55:42.564573+00:00
F:npc,19da23d2856a4ba299d44cac13bf1007,mutable_default_argument__flatten_list__variant::F,2,npc,NPC_ASSIGNED,F,,,,,,,,,,2026-08-18T11:55:42.565013+00:00
F:librarian,06da3cae212f478198ef83f7cb284b3d,mutable_default_argument__flatten_list__variant::F,3,librarian,RETRIEVAL_STARTED,F,,,,,,,,,,2026-08-18T11:55:42.651990+00:00
F:librarian,7820755d938d4aafb2e54f49e03381ef,mutable_default_argument__flatten_list__variant::F,4,librarian,RETRIEVAL_RESULT,F,0,140,413,,,0,,,,2026-08-18T11:55:42.726147+00:00
F:worker,0b842702decc463b9814b12aa9119522,mutable_default_argument__flatten_list__variant::F,5,worker,PROMPT_BUILT,F,553,140,413,,,,,,,2026-08-18T11:55:42.726760+00:00
F:worker,74fbd8db8706431e8055b03221b72fa6,mutable_default_argument__flatten_list__variant::F,6,worker,MODEL_CALL_STARTED,F,,,,,,,,,,2026-08-18T11:55:42.727181+00:00
F:worker,3fcbb8ad259448149e29fb53f697d6f0,mutable_default_argument__flatten_list__variant::F,7,worker,MODEL_CALL_FINISHED,F,553,,,,,72,669.7291000164114,0.0,,2026-08-18T11:55:43.397383+00:00
F:checker,82c2c3226ad646d09615cb3de6bdc89c,mutable_default_argument__flatten_list__variant::F,8,checker,VERIFICATION,F,0,,,,,0,,,True,2026-08-18T11:55:43.881788+00:00
F:npc,55dc67a4e58d4a2ea7d988867619c449,mutable_default_argument__flatten_list__variant::F,9,npc,QUEST_COMPLETED,F,,,,,,,,,True,2026-08-18T11:55:43.882824+00:00
A:npc,,wrong_comparison_operator__merge_intervals__known_example::A,1,npc,QUEST_CREATED,A,,,,,,,,,,2026-08-18T11:55:43.883280+00:00
A:npc,1709ed5799694d8ebf775af511faac1f,wrong_comparison_operator__merge_intervals__known_example::A,2,npc,NPC_ASSIGNED,A,,,,,,,,,,2026-08-18T11:55:43.883688+00:00
A:worker,572ecb312c2848dc9a65ec01e19e8d56,wrong_comparison_operator__merge_intervals__known_example::A,3,worker,PROMPT_BUILT,A,196,196,0,,,,,,,2026-08-18T11:55:43.960692+00:00
A:worker,192174bdb5a54d7ea7b79883c10c4f15,wrong_comparison_operator__merge_intervals__known_example::A,4,worker,MODEL_CALL_STARTED,A,,,,,,,,,,2026-08-18T11:55:43.961332+00:00
A:worker,61b7a676430246a9a981db6443bae04f,wrong_comparison_operator__merge_intervals__known_example::A,5,worker,MODEL_CALL_FINISHED,A,196,,,,984,111,4823.49169999361,0.0,,2026-08-18T11:55:48.785455+00:00
A:checker,bb26a3b2b1614a80b4a1776628722792,wrong_comparison_operator__merge_intervals__known_example::A,6,checker,VERIFICATION,A,0,,,,,0,,,True,2026-08-18T11:55:49.283473+00:00
A:npc,216d971cbf894cb6a060f487d64bdb34,wrong_comparison_operator__merge_intervals__known_example::A,7,npc,QUEST_COMPLETED,A,,,,,,,,,True,2026-08-18T11:55:49.285010+00:00
B:npc,,wrong_comparison_operator__merge_intervals__known_example::B,1,npc,QUEST_CREATED,B,,,,,,,,,,2026-08-18T11:55:49.285459+00:00
B:npc,07501a4d94b947b0bc7657971aec6614,wrong_comparison_operator__merge_intervals__known_example::B,2,npc,NPC_ASSIGNED,B,,,,,,,,,,2026-08-18T11:55:49.285919+00:00
B:worker,b3a30e801a0e4e9680061601bdbf49dc,wrong_comparison_operator__merge_intervals__known_example::B,3,worker,PROMPT_BUILT,B,196,196,0,,,,,,,2026-08-18T11:55:49.421256+00:00
B:worker,5d239a6e6a5245398d2c795babb40c44,wrong_comparison_operator__merge_intervals__known_example::B,4,worker,MODEL_CALL_STARTED,B,,,,,,,,,,2026-08-18T11:55:49.422337+00:00
B:worker,b1744a9f5f8a4a029e260c0d6d4dc75e,wrong_comparison_operator__merge_intervals__known_example::B,5,worker,MODEL_CALL_FINISHED,B,196,,,,,111,2181.1830999795347,0.0,,2026-08-18T11:55:51.604118+00:00
B:checker,45bb908ba6524deba31031061b42f7b9,wrong_comparison_operator__merge_intervals__known_example::B,6,checker,VERIFICATION,B,0,,,,,0,,,True,2026-08-18T11:55:52.113843+00:00
B:npc,65a92f0440184737b94a7142e5212b5a,wrong_comparison_operator__merge_intervals__known_example::B,7,npc,QUEST_COMPLETED,B,,,,,,,,,True,2026-08-18T11:55:52.115074+00:00
F:npc,,wrong_comparison_operator__merge_intervals__known_example::F,1,npc,QUEST_CREATED,F,,,,,,,,,,2026-08-18T11:55:52.115577+00:00
F:npc,dcd12e51d22f4fe889f56d1b8feda631,wrong_comparison_operator__merge_intervals__known_example::F,2,npc,NPC_ASSIGNED,F,,,,,,,,,,2026-08-18T11:55:52.115997+00:00
F:librarian,f55c9b9d84cb453c87b6876ddd7415d3,wrong_comparison_operator__merge_intervals__known_example::F,3,librarian,RETRIEVAL_STARTED,F,,,,,,,,,,2026-08-18T11:55:52.187638+00:00
F:librarian,602e6dc58127479e9856e2fec1d40e9c,wrong_comparison_operator__merge_intervals__known_example::F,4,librarian,RETRIEVAL_RESULT,F,0,196,288,,,0,,,,2026-08-18T11:55:52.256238+00:00
F:worker,e6f708d89afa4d05bf5ebf4621ad4fde,wrong_comparison_operator__merge_intervals__known_example::F,5,worker,PROMPT_BUILT,F,484,196,288,,,,,,,2026-08-18T11:55:52.257099+00:00
F:worker,c43a6fe30991480fbbc78e332f8f9229,wrong_comparison_operator__merge_intervals__known_example::F,6,worker,MODEL_CALL_STARTED,F,,,,,,,,,,2026-08-18T11:55:52.257860+00:00
F:worker,1c4e18b77a364bfbb1cd23e023b02951,wrong_comparison_operator__merge_intervals__known_example::F,7,worker,MODEL_CALL_FINISHED,F,484,,,,,111,2970.761400007177,0.0,,2026-08-18T11:55:55.229373+00:00
F:checker,cee972deea724deea5976e3eb5bbd2ea,wrong_comparison_operator__merge_intervals__known_example::F,8,checker,VERIFICATION,F,0,,,,,0,,,True,2026-08-18T11:55:55.712742+00:00
F:npc,4c66c7c559644e2aa6d9abef66c63a8d,wrong_comparison_operator__merge_intervals__known_example::F,9,npc,QUEST_COMPLETED,F,,,,,,,,,True,2026-08-18T11:55:55.713768+00:00
A:npc,,index_out_of_range_boundary__binary_search__variant::A,1,npc,QUEST_CREATED,A,,,,,,,,,,2026-08-18T11:55:55.714239+00:00
A:npc,6ca086a712c04ca6b7e44efaf0b12333,index_out_of_range_boundary__binary_search__variant::A,2,npc,NPC_ASSIGNED,A,,,,,,,,,,2026-08-18T11:55:55.714647+00:00
A:worker,6e635f9531964a90977e67e55d10059e,index_out_of_range_boundary__binary_search__variant::A,3,worker,PROMPT_BUILT,A,180,180,0,,,,,,,2026-08-18T11:55:55.847505+00:00
A:worker,b4d3672ad82e4e3b9f106efe509e3f0f,index_out_of_range_boundary__binary_search__variant::A,4,worker,MODEL_CALL_STARTED,A,,,,,,,,,,2026-08-18T11:55:55.848210+00:00
A:worker,a133b68e53a443bd898761f0a4c7edf1,index_out_of_range_boundary__binary_search__variant::A,5,worker,MODEL_CALL_FINISHED,A,180,,,,994,98,4497.304500022437,0.0,,2026-08-18T11:56:00.346049+00:00
A:checker,541c10cae7e340e08a672b3204175814,index_out_of_range_boundary__binary_search__variant::A,6,checker,VERIFICATION,A,0,,,,,0,,,True,2026-08-18T11:56:00.865281+00:00
A:npc,5902b57cb4ae4604b76e00a3d5b3567c,index_out_of_range_boundary__binary_search__variant::A,7,npc,QUEST_COMPLETED,A,,,,,,,,,True,2026-08-18T11:56:00.866596+00:00
B:npc,,index_out_of_range_boundary__binary_search__variant::B,1,npc,QUEST_CREATED,B,,,,,,,,,,2026-08-18T11:56:00.867122+00:00
B:npc,005d40ca89a8428a9bff246ace059c4b,index_out_of_range_boundary__binary_search__variant::B,2,npc,NPC_ASSIGNED,B,,,,,,,,,,2026-08-18T11:56:00.867651+00:00
B:worker,956b0b51d2574797b4b0841b7edb3293,index_out_of_range_boundary__binary_search__variant::B,3,worker,PROMPT_BUILT,B,180,180,0,,,,,,,2026-08-18T11:56:01.012802+00:00
B:worker,f74feb51d5fd4578abe4e23413f9365f,index_out_of_range_boundary__binary_search__variant::B,4,worker,MODEL_CALL_STARTED,B,,,,,,,,,,2026-08-18T11:56:01.013416+00:00
B:worker,856f99543d3040af8214b40532e1e97d,index_out_of_range_boundary__binary_search__variant::B,5,worker,MODEL_CALL_FINISHED,B,180,,,,,98,765.6079999869689,0.0,,2026-08-18T11:56:01.779599+00:00
B:checker,340f2edf229a44c6acac47c7f4895022,index_out_of_range_boundary__binary_search__variant::B,6,checker,VERIFICATION,B,0,,,,,0,,,True,2026-08-18T11:56:02.305796+00:00
B:npc,da09dc0f40ca4e57baddd53a5ed24821,index_out_of_range_boundary__binary_search__variant::B,7,npc,QUEST_COMPLETED,B,,,,,,,,,True,2026-08-18T11:56:02.306903+00:00
F:npc,,index_out_of_range_boundary__binary_search__variant::F,1,npc,QUEST_CREATED,F,,,,,,,,,,2026-08-18T11:56:02.307307+00:00
F:npc,3f49b17eced54a8cb2ef279e2b2773a1,index_out_of_range_boundary__binary_search__variant::F,2,npc,NPC_ASSIGNED,F,,,,,,,,,,2026-08-18T11:56:02.307684+00:00
F:librarian,6922398eab7646048c6538b4a93f6002,index_out_of_range_boundary__binary_search__variant::F,3,librarian,RETRIEVAL_STARTED,F,,,,,,,,,,2026-08-18T11:56:02.389815+00:00
F:librarian,2e0592bd08764e31973395b333f01c68,index_out_of_range_boundary__binary_search__variant::F,4,librarian,RETRIEVAL_RESULT,F,0,180,415,,,0,,,,2026-08-18T11:56:02.454113+00:00
F:worker,922eab5a6e874e1b9faf93f77acc7083,index_out_of_range_boundary__binary_search__variant::F,5,worker,PROMPT_BUILT,F,595,180,415,,,,,,,2026-08-18T11:56:02.454933+00:00
F:worker,acbc20f8e2c74482a08794e1d7184935,index_out_of_range_boundary__binary_search__variant::F,6,worker,MODEL_CALL_STARTED,F,,,,,,,,,,2026-08-18T11:56:02.455466+00:00
F:worker,7e3844cb7a564a379096bafe0b927c6a,index_out_of_range_boundary__binary_search__variant::F,7,worker,MODEL_CALL_FINISHED,F,595,,,,,98,1645.805999985896,0.0,,2026-08-18T11:56:04.101779+00:00
F:checker,196a8ee23d44428fbacc31ad68a9d14f,index_out_of_range_boundary__binary_search__variant::F,8,checker,VERIFICATION,F,0,,,,,0,,,True,2026-08-18T11:56:04.619522+00:00
F:npc,60888b3370224cd39ad763c0e47c6522,index_out_of_range_boundary__binary_search__variant::F,9,npc,QUEST_COMPLETED,F,,,,,,,,,True,2026-08-18T11:56:04.620636+00:00
A:npc,,inverted_boolean_logic__is_valid_password__variant::A,1,npc,QUEST_CREATED,A,,,,,,,,,,2026-08-18T11:56:04.621055+00:00
A:npc,01e5b0c0851c4d5caedaf78e88e9f8ae,inverted_boolean_logic__is_valid_password__variant::A,2,npc,NPC_ASSIGNED,A,,,,,,,,,,2026-08-18T11:56:04.621418+00:00
A:worker,849ca7edd782492b87fa0cf26251cbe8,inverted_boolean_logic__is_valid_password__variant::A,3,worker,PROMPT_BUILT,A,146,146,0,,,,,,,2026-08-18T11:56:04.690325+00:00
A:worker,ef32da354b0247a88918886ef9ae143a,inverted_boolean_logic__is_valid_password__variant::A,4,worker,MODEL_CALL_STARTED,A,,,,,,,,,,2026-08-18T11:56:04.691178+00:00
A:worker,12930406cf3044ebab60c6a82b4a22ae,inverted_boolean_logic__is_valid_password__variant::A,5,worker,MODEL_CALL_FINISHED,A,146,,,,244,59,1780.4188000154682,0.0,,2026-08-18T11:56:06.472107+00:00
A:checker,75af67f28ead42a0a858aca96f2ae62c,inverted_boolean_logic__is_valid_password__variant::A,6,checker,VERIFICATION,A,0,,,,,0,,,True,2026-08-18T11:56:06.979686+00:00
A:npc,865d656a22c64b6a85496f4f346576ba,inverted_boolean_logic__is_valid_password__variant::A,7,npc,QUEST_COMPLETED,A,,,,,,,,,True,2026-08-18T11:56:06.980757+00:00
B:npc,,inverted_boolean_logic__is_valid_password__variant::B,1,npc,QUEST_CREATED,B,,,,,,,,,,2026-08-18T11:56:06.981098+00:00
B:npc,69f649d678f64df3b22265596e191541,inverted_boolean_logic__is_valid_password__variant::B,2,npc,NPC_ASSIGNED,B,,,,,,,,,,2026-08-18T11:56:06.981403+00:00
B:worker,e49c8f213cb34ebbb09e0e67aa45d53b,inverted_boolean_logic__is_valid_password__variant::B,3,worker,PROMPT_BUILT,B,146,146,0,,,,,,,2026-08-18T11:56:07.056506+00:00
B:worker,fc035ff4e17d4029aaf9bfc62c4ac888,inverted_boolean_logic__is_valid_password__variant::B,4,worker,MODEL_CALL_STARTED,B,,,,,,,,,,2026-08-18T11:56:07.057109+00:00
B:worker,9cc7e66eb0aa461da85e4092f35a15a8,inverted_boolean_logic__is_valid_password__variant::B,5,worker,MODEL_CALL_FINISHED,B,146,,,,,59,3339.061299979221,0.0,,2026-08-18T11:56:10.396707+00:00
B:checker,abcd6098988041b1b55e060a46b8e480,inverted_boolean_logic__is_valid_password__variant::B,6,checker,VERIFICATION,B,0,,,,,0,,,True,2026-08-18T11:56:10.917351+00:00
B:npc,66b4cea86189456c95fda8f6e073c15c,inverted_boolean_logic__is_valid_password__variant::B,7,npc,QUEST_COMPLETED,B,,,,,,,,,True,2026-08-18T11:56:10.918479+00:00
F:npc,,inverted_boolean_logic__is_valid_password__variant::F,1,npc,QUEST_CREATED,F,,,,,,,,,,2026-08-18T11:56:10.918944+00:00
F:npc,773809f5f54340b09c0aaf4c516b0205,inverted_boolean_logic__is_valid_password__variant::F,2,npc,NPC_ASSIGNED,F,,,,,,,,,,2026-08-18T11:56:10.919230+00:00
F:librarian,a5f704bec83a43dcb517dd30a83762ba,inverted_boolean_logic__is_valid_password__variant::F,3,librarian,RETRIEVAL_STARTED,F,,,,,,,,,,2026-08-18T11:56:10.992503+00:00
F:librarian,44f7aef8e11d4f898dc052cb10c25372,inverted_boolean_logic__is_valid_password__variant::F,4,librarian,RETRIEVAL_RESULT,F,0,146,426,,,0,,,,2026-08-18T11:56:11.058713+00:00
F:worker,2d004cc5b37249cbab1617f7bfcf5a68,inverted_boolean_logic__is_valid_password__variant::F,5,worker,PROMPT_BUILT,F,572,146,426,,,,,,,2026-08-18T11:56:11.059321+00:00
F:worker,88adf61329084f93925e60d59e8696e2,inverted_boolean_logic__is_valid_password__variant::F,6,worker,MODEL_CALL_STARTED,F,,,,,,,,,,2026-08-18T11:56:11.059779+00:00
F:worker,5074b843903e4c7ebd3cede0cfc9e15c,inverted_boolean_logic__is_valid_password__variant::F,7,worker,MODEL_CALL_FINISHED,F,572,,,,,59,637.232800014317,0.0,,2026-08-18T11:56:11.697440+00:00
F:checker,8b124f17c80145168f6ed29921dd9cc5,inverted_boolean_logic__is_valid_password__variant::F,8,checker,VERIFICATION,F,0,,,,,0,,,True,2026-08-18T11:56:12.199083+00:00
F:npc,2c5bff1d073e4540ba96d39034ae8f35,inverted_boolean_logic__is_valid_password__variant::F,9,npc,QUEST_COMPLETED,F,,,,,,,,,True,2026-08-18T11:56:12.200159+00:00
A:npc,,wrong_accumulator_init__count_vowels__known_example::A,1,npc,QUEST_CREATED,A,,,,,,,,,,2026-08-18T11:56:12.200632+00:00
A:npc,ec498e33701c45ccae30ca0abfa4f030,wrong_accumulator_init__count_vowels__known_example::A,2,npc,NPC_ASSIGNED,A,,,,,,,,,,2026-08-18T11:56:12.201058+00:00
A:worker,47f27d43185b4fcbba6a34b8c1dc1fa1,wrong_accumulator_init__count_vowels__known_example::A,3,worker,PROMPT_BUILT,A,142,142,0,,,,,,,2026-08-18T11:56:12.345678+00:00
A:worker,fb952ca4bebe4e748a217ba66ef12d15,wrong_accumulator_init__count_vowels__known_example::A,4,worker,MODEL_CALL_STARTED,A,,,,,,,,,,2026-08-18T11:56:12.346312+00:00
A:worker,be0e6fa3f37f44349786e92f0750eb69,wrong_accumulator_init__count_vowels__known_example::A,5,worker,MODEL_CALL_FINISHED,A,142,,,,258,56,1853.8921999861486,0.0,,2026-08-18T11:56:14.200729+00:00
A:checker,023a5dac870f4b18929b5f805a6faad1,wrong_accumulator_init__count_vowels__known_example::A,6,checker,VERIFICATION,A,0,,,,,0,,,True,2026-08-18T11:56:14.684500+00:00
A:npc,d18cdee76bbf45bca933f410f8852e6c,wrong_accumulator_init__count_vowels__known_example::A,7,npc,QUEST_COMPLETED,A,,,,,,,,,True,2026-08-18T11:56:14.685789+00:00
B:npc,,wrong_accumulator_init__count_vowels__known_example::B,1,npc,QUEST_CREATED,B,,,,,,,,,,2026-08-18T11:56:14.686323+00:00
B:npc,5c7c2fcbbd7f45acbb368ccb65d31df8,wrong_accumulator_init__count_vowels__known_example::B,2,npc,NPC_ASSIGNED,B,,,,,,,,,,2026-08-18T11:56:14.686820+00:00
B:worker,554ef9f2c1b14c0e9679fb3c4be1f414,wrong_accumulator_init__count_vowels__known_example::B,3,worker,PROMPT_BUILT,B,142,142,0,,,,,,,2026-08-18T11:56:14.753287+00:00
B:worker,d49dc8200a514cad9eac7e56eeb50ed6,wrong_accumulator_init__count_vowels__known_example::B,4,worker,MODEL_CALL_STARTED,B,,,,,,,,,,2026-08-18T11:56:14.753954+00:00
B:worker,68a77d476d5f483eb9fda0d7ab8cea2c,wrong_accumulator_init__count_vowels__known_example::B,5,worker,MODEL_CALL_FINISHED,B,142,,,,,56,1008.3902000333183,0.0,,2026-08-18T11:56:15.762803+00:00
B:checker,2f564c32cf534282af78c2023e33c582,wrong_accumulator_init__count_vowels__known_example::B,6,checker,VERIFICATION,B,0,,,,,0,,,True,2026-08-18T11:56:16.259374+00:00
B:npc,ebabb51b57444a019c05e140eef16714,wrong_accumulator_init__count_vowels__known_example::B,7,npc,QUEST_COMPLETED,B,,,,,,,,,True,2026-08-18T11:56:16.260265+00:00
F:npc,,wrong_accumulator_init__count_vowels__known_example::F,1,npc,QUEST_CREATED,F,,,,,,,,,,2026-08-18T11:56:16.260764+00:00
F:npc,271bf3bb7e944ac48929e7bc0157dbae,wrong_accumulator_init__count_vowels__known_example::F,2,npc,NPC_ASSIGNED,F,,,,,,,,,,2026-08-18T11:56:16.261186+00:00
F:librarian,51b3f8b5e0d34aca801d2e114e40de14,wrong_accumulator_init__count_vowels__known_example::F,3,librarian,RETRIEVAL_STARTED,F,,,,,,,,,,2026-08-18T11:56:16.339919+00:00
F:librarian,56b36cbef11a43dcb64d010c38134aab,wrong_accumulator_init__count_vowels__known_example::F,4,librarian,RETRIEVAL_RESULT,F,0,142,426,,,0,,,,2026-08-18T11:56:16.411511+00:00
F:worker,7c1d0565b3a748359ed3e4a83654d4b2,wrong_accumulator_init__count_vowels__known_example::F,5,worker,PROMPT_BUILT,F,568,142,426,,,,,,,2026-08-18T11:56:16.412145+00:00
F:worker,45924bfd5b7b4b2482ea2ed9cc4e26f6,wrong_accumulator_init__count_vowels__known_example::F,6,worker,MODEL_CALL_STARTED,F,,,,,,,,,,2026-08-18T11:56:16.412616+00:00
F:worker,6365fbc8a9584b96a45df5a0386b9b21,wrong_accumulator_init__count_vowels__known_example::F,7,worker,MODEL_CALL_FINISHED,F,568,,,,,56,729.6455000177957,0.0,,2026-08-18T11:56:17.142694+00:00
F:checker,8665df6ce0d649c19aab7cf87a4c420b,wrong_accumulator_init__count_vowels__known_example::F,8,checker,VERIFICATION,F,0,,,,,0,,,True,2026-08-18T11:56:17.667983+00:00
F:npc,0faee5631d084d6c9f1514eb676cc327,wrong_accumulator_init__count_vowels__known_example::F,9,npc,QUEST_COMPLETED,F,,,,,,,,,True,2026-08-18T11:56:17.669093+00:00
A:npc,,variable_shadowing__rolling_average__novel_a::A,1,npc,QUEST_CREATED,A,,,,,,,,,,2026-08-18T11:56:17.669558+00:00
A:npc,92f6b8a7cf4e4299bea9940f53412df1,variable_shadowing__rolling_average__novel_a::A,2,npc,NPC_ASSIGNED,A,,,,,,,,,,2026-08-18T11:56:17.669987+00:00
A:worker,538c8ba070bd4b35ae97239663987fd6,variable_shadowing__rolling_average__novel_a::A,3,worker,PROMPT_BUILT,A,158,158,0,,,,,,,2026-08-18T11:56:17.742892+00:00
